sample_index,image_path,source_group,part,part_index,valid,method,candidate_index,score,area,mask_sha256
12,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000001816_head.jpg,train2022_000000001816,head,0,True,center,0,0.92578125,0.5185164114371386,e0e086da2e38ffbccc01a57dc48c3a5d8d2d30a69d1b9b457e140de99cb1e35e
13,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000001823_head.jpg,train2022_000000001823,head,0,True,center,0,0.953125,0.4309671088369811,4e8efc8d4c1d8aa9ed69d16facb78ae589b6ff6e90a0bde20b42683eafde0622
14,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000001833_head.jpg,train2022_000000001833,head,0,False,box_center,2,0.79296875,0.5652295729643796,
15,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000001960_head.jpg,train2022_000000001960,head,0,True,center,0,0.97265625,0.5974929750614683,c520694b3d8403dbc46a704ed4a1033f3002582d29f1c70a2a2dc10733bc5d97
16,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000001984_head.jpg,train2022_000000001984,head,0,False,box_center,2,0.80859375,0.6010474816533902,
17,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002024_head.jpg,train2022_000000002024,head,0,True,center,0,0.85546875,0.6357272673975494,638038dd6a4763c4231c2489bdc2a0a77ce378da617c02b9464f3f964a361cfb
18,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002036_head.jpg,train2022_000000002036,head,0,True,center,0,0.97265625,0.6220668058455114,7fb83e58044e72de90baecdbda7aef843eaec58ed438b8843e13b5a4d76ff4d0
19,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002101_head.jpg,train2022_000000002101,head,0,True,center,2,0.89453125,0.3861275262747709,596df23e6333f365057e37cc1976f9d53dce4277b640e89f3110ea0cf1710dda
20,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002113_head.jpg,train2022_000000002113,head,0,True,center,0,0.9765625,0.5509229349330872,e21f5c1ba33d49bc06e3c550201e5af9d65238baa904e2a4aea5da6bea9f1001
21,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002131_head.jpg,train2022_000000002131,head,0,True,center,0,0.96484375,0.5824302453550851,25a6b0b8b5e45349fed98fdbb8f0e63017ec8639480dcb247ac341eb6f10d59c
22,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002214_head.jpg,train2022_000000002214,head,0,True,center,0,0.96875,0.6291951237423808,b42975cdd5241d2f186dfe56e6c4d06d65c6900fd7dadb27ef05e9ee82b0d106
23,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002287_head.jpg,train2022_000000002287,head,0,False,box_center,2,0.6953125,0.4825706351122917,
24,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002393_head.jpg,train2022_000000002393,head,0,False,box_center,2,0.80859375,0.7228067014952261,
25,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002702_head.jpg,train2022_000000002702,head,0,False,center,2,0.84375,0.30180748213535097,
26,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002703_head.jpg,train2022_000000002703,head,0,False,center,2,0.796875,0.777791915850193,
27,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002869_head.jpg,train2022_000000002869,head,0,True,center,0,0.9765625,0.5698271747594765,99898606c0ac1e3a385a3a3f9e96fe6c2952ba55cf3423b6e4cd1767216c1797
28,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002906_head.jpg,train2022_000000002906,head,0,True,center,2,0.9375,0.5254627271183563,9447c83af8942ec7d890cf74f8c1bab73dab1e851034df20c77745db84b90b48
29,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000002985_head.jpg,train2022_000000002985,head,0,True,center,2,0.890625,0.4255295950155763,e17dd8e857420bd9f3d99f626766b968f64f22324397260df10cea2b56c179be
30,hyena/cropped_images/head/02e5fbda-3d57-4b0a-be41-2b151ac1ff30/train2022_000000003099_head.jpg,train2022_000000003099,head,0,True,center,0,0.921875,0.5837628012347478,4c8458934a72ae65de38efb9d5b03b9d4367b123c80554673dfc8cdbf83261dd
31,hyena/cropped_images/head/02f49469-a41a-4829-b9b5-33b9f6f24a88/train2022_000000001278_head.jpg,train2022_000000001278,head,0,False,box_center,0,0.75,0.8847472472472473,
32,hyena/cropped_images/head/02f49469-a41a-4829-b9b5-33b9f6f24a88/train2022_000000001670_head.jpg,train2022_000000001670,head,0,True,center,2,0.98046875,0.46314436885865456,5267f69e430c40da7fd92a40607131b0ec69852d4deabb2bb4d801351132bbc1
33,hyena/cropped_images/head/02f49469-a41a-4829-b9b5-33b9f6f24a88/train2022_000000002480_head.jpg,train2022_000000002480,head,0,True,box_center,2,0.94140625,0.6049094812612829,25f1e186de4ca2e40ee7c3e6992de8a8902fc8e0b2ef42af645e0b5d727b029f
34,hyena/cropped_images/head/02f49469-a41a-4829-b9b5-33b9f6f24a88/train2022_000000003003_head.jpg,train2022_000000003003,head,0,True,center,2,0.890625,0.4141412648197972,27c48b52e7a3680db2b7d10650349d5d297f71827d5bca9471a2844e1773a404
35,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000000200_head.jpg,train2022_000000000200,head,0,True,box_center,2,0.96875,0.6880635624538064,b91c7cd136c787053ac732558195e43bc72ecf7fdb308808a77be9f9ec9e2000
36,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000000214_head.jpg,train2022_000000000214,head,0,True,center,2,0.9765625,0.5758541924431332,2c7ef4ce7dc9a37a01b56b62a9993316efb9f521f8e9d0537553ba8fd0c69950
37,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000001447_head.jpg,train2022_000000001447,head,0,True,center,0,0.96875,0.6133506774509299,b141db550a5cda1afaf6ebd453309463b18e855bb9c7a0daab475a84eb839c81
38,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000001801_head.jpg,train2022_000000001801,head,0,True,box_center,2,0.95703125,0.5549957034606672,eaae509b5e093affc2e0a3874f3dc958ffc6f797cfd318a1f7f99e7308399932
39,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000002880_head.jpg,train2022_000000002880,head,0,True,box_center,0,0.9453125,0.7039961111669851,30dd5aecdd9671f08ed2a645247fc286b6fa2259050b540a6494f6e39f3d3f16
40,hyena/cropped_images/head/0469ca59-fa1d-4e41-9885-f797f7b6670b/train2022_000000002994_head.jpg,train2022_000000002994,head,0,False,box_center,2,0.76953125,0.5738424402018872,
41,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000000176_head.jpg,train2022_000000000176,head,0,True,box_center,2,0.94140625,0.7824091050122698,66d29e578cf5497ff74e9a73b749ea5187ac169b798d80ef65ae16ca27b51940
42,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000000687_head.jpg,train2022_000000000687,head,0,False,box_center,0,0.7890625,0.8805531615600265,
43,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000000827_head.jpg,train2022_000000000827,head,0,True,box_center,0,0.8515625,0.8780111311704821,3c718da177471745c653226c024f9adf5522d92f04f1e454a206c82b725e5cdf
44,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000000878_head.jpg,train2022_000000000878,head,0,False,box_center,0,0.84375,0.8789216963038382,
45,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000002145_head.jpg,train2022_000000002145,head,0,False,box_center,2,0.84765625,0.8107215390452385,
46,hyena/cropped_images/head/06569257-d4a3-45a1-af58-688cb9a7bf5a/train2022_000000002240_head.jpg,train2022_000000002240,head,0,True,box_center,2,0.953125,0.6325052451152255,6d14887e105b2b95a78d92391c56a2ced54aba5a289573a09591b00ae515ea51
47,hyena/cropped_images/head/06fed4b8-bd2d-4410-a9b5-84f030997d01/train2022_000000000583_head.jpg,train2022_000000000583,head,0,True,box_center,0,0.90234375,0.7048337438423645,ab93d9d2a951428a01dd8b189cb5c373894e20573c9609d46ebf0448ccaf3df7
48,hyena/cropped_images/head/06fed4b8-bd2d-4410-a9b5-84f030997d01/train2022_000000001046_head.jpg,train2022_000000001046,head,0,True,center,2,0.92578125,0.6676557863501483,f4fa782ea7a2d0d1a2b7cda1878e713000ade2ad299c0820084e680dc5193de7
49,hyena/cropped_images/head/06fed4b8-bd2d-4410-a9b5-84f030997d01/train2022_000000002469_head.jpg,train2022_000000002469,head,0,True,center,2,0.984375,0.6974244398932539,8f20b45ef5f3137ce806d522fe82e3c6ae881ae2e65c05a42119b506e1bb381c
50,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000000031_head.jpg,train2022_000000000031,head,0,True,box_center,0,0.8828125,0.7562819584348323,eb6d6c1b76b736396b56263b76c89ea0488d35222bc3a2bc6c53a0228dcf7ab6
51,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000000036_head.jpg,train2022_000000000036,head,0,True,box_center,2,0.953125,0.6026584075364563,7a8292796f6de2be72d8afc6bd9751f374015fbad79f10f75b0f87ea0adaec59
52,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000000039_head.jpg,train2022_000000000039,head,0,True,center,0,0.984375,0.7079306536231312,168320446191711470f4b2399e756ea467baf5e7d01e84b6f19344c3b0035bdf
53,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001244_head.jpg,train2022_000000001244,head,0,True,center,0,0.94140625,0.5968854331400457,3b631f32686a385d4bd100c266a9c03589488f91914b31dceb702f28e5656495
54,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001333_head.jpg,train2022_000000001333,head,0,True,box_center,2,0.89453125,0.6125827262573558,341f52bbe9156c44e887359e77facb3b8a0ecf077c509d3414d54e38883dbc93
55,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001396_head.jpg,train2022_000000001396,head,0,True,center,0,0.85546875,0.6085093412701259,ea9fc1b2a5b31a2654bd8132b6d43782736acf55e490c9735ce8370085a9c36c
56,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001408_head.jpg,train2022_000000001408,head,0,True,box_center,2,0.875,0.5131995506535948,133475dc024536b5075ee5ec8aa933ce28b01e1ea99b0aa4f75642150736e28e
57,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001627_head.jpg,train2022_000000001627,head,0,False,box_center,2,0.67578125,0.4090566037735849,
58,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001685_head.jpg,train2022_000000001685,head,0,True,box_center,2,0.88671875,0.5979045263585852,3fbe3cac48dbbc5ca4dc08d5611e1d5bb358741bad1ee1d02d72df071ecf4396
59,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000001790_head.jpg,train2022_000000001790,head,0,True,center,0,0.85546875,0.8734785393978219,1518d3de3eeef5906d8afe4b44eab3b1c9d01aef27b86e32e73ce04be583b79f
60,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000002307_head.jpg,train2022_000000002307,head,0,False,box_center,0,0.828125,0.7598906788027643,
61,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000002638_head.jpg,train2022_000000002638,head,0,False,box_center,2,0.73046875,0.5405534636303867,
62,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000003055_head.jpg,train2022_000000003055,head,0,True,box_center,2,0.9609375,0.737508254457407,da7303ae02d826085495d09ef8df3924f13cbaff0e9e5d7013701f20ac49f955
63,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000003100_head.jpg,train2022_000000003100,head,0,False,box_center,2,0.80859375,0.6323969508752117,
64,hyena/cropped_images/head/08626c7e-f14d-4a22-8b38-f8474c0196de/train2022_000000003104_head.jpg,train2022_000000003104,head,0,True,center,0,0.97265625,0.6548928472396446,86e773051cc4915adcb22d46aea9b02a9ad335b3f038d9b05d956cad5fe7514d
65,hyena/cropped_images/head/0965523b-f66a-4413-99b4-c7483c3cfd27/train2022_000000000379_head.jpg,train2022_000000000379,head,0,True,center,2,0.96875,0.6807365704564459,75e050c00bbbf1a15a1f9cf1c37f34e5a29e81718d1a38191929b083358e5aa0
66,hyena/cropped_images/head/0965523b-f66a-4413-99b4-c7483c3cfd27/train2022_000000000678_head.jpg,train2022_000000000678,head,0,True,box_center,2,0.9296875,0.5614288291538878,7c94a399ce3ae4a076fdd6cbaa3c52e37dcebfe1969c74209f399ce33b477b40
67,hyena/cropped_images/head/0965523b-f66a-4413-99b4-c7483c3cfd27/train2022_000000001943_head.jpg,train2022_000000001943,head,0,True,center,0,0.97265625,0.759546485260771,3b7a8904d164b9f63dd4d7157b228d117488d8e457a15975fdc576596f13ed73
68,hyena/cropped_images/head/0965523b-f66a-4413-99b4-c7483c3cfd27/train2022_000000002140_head.jpg,train2022_000000002140,head,0,True,center,2,0.94140625,0.41086329779588937,4c6bd8f791bf948a06b61e098b66b76c83e3b6bc90108460bf9bf1f51df6d43b
69,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000000791_head.jpg,train2022_000000000791,head,0,True,box_center,2,0.9140625,0.614542879824919,37264c86ee71df53356af60f0a5e87ab287aaa6f119cbcdd50f180dcf97b6876
70,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000001121_head.jpg,train2022_000000001121,head,0,False,box_center,2,0.72265625,0.6263638843426077,
71,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000001151_head.jpg,train2022_000000001151,head,0,False,box_center,2,0.734375,0.6631446039340776,
72,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000001181_head.jpg,train2022_000000001181,head,0,False,center,0,0.83203125,0.5202023121387284,
73,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000002688_head.jpg,train2022_000000002688,head,0,False,box_center,2,0.7890625,0.6846846846846847,
74,hyena/cropped_images/head/0a5cd6a9-b021-4725-acca-6d5b257d2e67/train2022_000000002968_head.jpg,train2022_000000002968,head,0,False,box_center,2,0.7734375,0.71536,
75,hyena/cropped_images/head/0b85b8c4-5ea9-46bd-8ba2-86ee385b1eb3/train2022_000000000117_head.jpg,train2022_000000000117,head,0,True,center,0,0.97265625,0.6900635883751344,1646b9637450c7b83d490b7c76ea740f69052c7c8fda34e868e4934cfe463cbc
76,hyena/cropped_images/head/0b85b8c4-5ea9-46bd-8ba2-86ee385b1eb3/train2022_000000000416_head.jpg,train2022_000000000416,head,0,True,center,2,0.9609375,0.5183553535922518,3afdb30e9a62ac1d000eded51aece3ea1298dc2d19fb72c59578d5c0be1e779a
77,hyena/cropped_images/head/0b85b8c4-5ea9-46bd-8ba2-86ee385b1eb3/train2022_000000000765_head.jpg,train2022_000000000765,head,0,True,center,2,0.97265625,0.5566792723576628,6160abf56a3e6877b89f08941871dbd5ea6fb990f06bcf3cbc0acafe800cb2bc
78,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000000591_head.jpg,train2022_000000000591,head,0,True,box_center,2,0.9375,0.48879502000889286,efefd63f873b1f80a12a9c296982c0680c32fe89ecac0845347cbcb069ad4263
79,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000001261_head.jpg,train2022_000000001261,head,0,True,center,0,0.96875,0.5076736963744042,1c3b3d66c3ca9bef90088fc11fb0442c971dd4b45b0d23e224982f129a5cfe1c
80,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000001637_head.jpg,train2022_000000001637,head,0,True,center,2,0.97265625,0.45245437443028647,4a6447ab357289e852c2805f245001e26db0e4ad7e35b3a08d42028bec4db252
81,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000002380_head.jpg,train2022_000000002380,head,0,False,center,0,0.828125,0.7197370025608715,
82,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000002412_head.jpg,train2022_000000002412,head,0,True,center,2,0.89453125,0.4252152408866093,831601a16a104c21113764776276a8372ed7134276d2a20d2e0e9fd7dbe43e79
83,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000002429_head.jpg,train2022_000000002429,head,0,True,center,0,0.96484375,0.4997107198942061,658a6adf450f7e9973a85157018bdfde6d86d9ef76a83df391588568da586db8
84,hyena/cropped_images/head/0d234988-cf58-4e62-b45b-4f23b54b1f2a/train2022_000000003103_head.jpg,train2022_000000003103,head,0,False,box_center,2,0.7265625,0.557970731707317,
85,hyena/cropped_images/head/0de12031-f35f-41d5-aced-5ea6ba6e1236/train2022_000000000090_head.jpg,train2022_000000000090,head,0,True,box_center,2,0.875,0.5392159070437759,e423680ad9531c516f56ebb8051067d0b4b752b19bf2186c541e89cabf692635
86,hyena/cropped_images/head/0de12031-f35f-41d5-aced-5ea6ba6e1236/train2022_000000000602_head.jpg,train2022_000000000602,head,0,True,center,0,0.96875,0.5377872744539411,be44df91ef6d988d42147ddbc275ddc1f677ca58474713c4cdbc476aa96b7fc2
87,hyena/cropped_images/head/0de12031-f35f-41d5-aced-5ea6ba6e1236/train2022_000000000874_head.jpg,train2022_000000000874,head,0,True,center,0,0.9609375,0.5574882677004693,a5e663094cece0f776db4c9c082a63334fa45774a924c8ad5712e4cf4e882632
88,hyena/cropped_images/head/0de12031-f35f-41d5-aced-5ea6ba6e1236/train2022_000000000943_head.jpg,train2022_000000000943,head,0,True,center,0,0.9609375,0.5568700265251989,5117a518ccb884cec191e666d25f6cb1aab95d2e51ed69998d40735890eefd4e
89,hyena/cropped_images/head/0de12031-f35f-41d5-aced-5ea6ba6e1236/train2022_000000002585_head.jpg,train2022_000000002585,head,0,True,center,0,0.88671875,0.5768535262206148,09082b3df5d254eadc0033b01c815e2d487f51c00819277caa7de170544a91bf
90,hyena/cropped_images/head/0e0b6c85-b5d2-479d-93b1-ee4fbea7f463/train2022_000000000473_head.jpg,train2022_000000000473,head,0,False,box_center,2,0.71484375,0.6623946309810184,
91,hyena/cropped_images/head/0e0b6c85-b5d2-479d-93b1-ee4fbea7f463/train2022_000000000643_head.jpg,train2022_000000000643,head,0,True,center,2,0.8515625,0.4133962264150943,fed48609350402c9542e7f9561abb1a8b5f8d589c511c28ab6902d3ebe806f4c
92,hyena/cropped_images/head/0e0b6c85-b5d2-479d-93b1-ee4fbea7f463/train2022_000000001267_head.jpg,train2022_000000001267,head,0,False,box_center,2,0.75390625,0.4977185868274977,
93,hyena/cropped_images/head/0e0b6c85-b5d2-479d-93b1-ee4fbea7f463/train2022_000000002283_head.jpg,train2022_000000002283,head,0,False,box_center,0,0.84765625,0.7304642459144169,
94,hyena/cropped_images/head/0eac9e8c-6604-4224-8017-7552aea6cf42/train2022_000000000511_head.jpg,train2022_000000000511,head,0,False,box_center,0,0.8203125,0.794613953488372,
95,hyena/cropped_images/head/0eac9e8c-6604-4224-8017-7552aea6cf42/train2022_000000002515_head.jpg,train2022_000000002515,head,0,True,center,2,0.98828125,0.5028521025861451,105f6081acdcf4250c71e9c68ba38e06610343a656ac76e4f9b290aa7c08e16a
96,hyena/cropped_images/head/0eac9e8c-6604-4224-8017-7552aea6cf42/train2022_000000002710_head.jpg,train2022_000000002710,head,0,True,center,0,0.9609375,0.46731244211176287,b48653c74acbc7b3f26775cb5b3c6794a83492f72b18a1dfddad1f953abfbcd4
97,hyena/cropped_images/head/0fe176d4-93fd-4d08-b0fa-a5c571579188/train2022_000000001442_head.jpg,train2022_000000001442,head,0,True,center,0,0.98046875,0.6306907635791131,d9c2dd454ccdc982ee415be9c4380917756e7567520e2db415da63c61ecbaec5
98,hyena/cropped_images/head/0fe176d4-93fd-4d08-b0fa-a5c571579188/train2022_000000002643_head.jpg,train2022_000000002643,head,0,True,center,0,0.91015625,0.5180338541666667,63350999657c0e549d4cff43f01c992764da4fd2c2d49a91aaa85c9ac6cdf9bf
99,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000000458_head.jpg,train2022_000000000458,head,0,True,box_center,0,0.8828125,0.6261879755104132,76b70f8f7498684a157f6a0dd141f3880c39912fec5ba8ab7366b45e9336b954
100,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000000704_head.jpg,train2022_000000000704,head,0,True,center,2,0.9296875,0.36602396561796063,4fe0e3cf2909c129f068af51b799e370c04ff3b21c0ab09e49f486b0642af07f
101,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000000977_head.jpg,train2022_000000000977,head,0,True,box_center,2,0.90625,0.5871885965487256,80e5614a04e39678b82fe19ffed59b9ee7b035376311190be86c0ef46b44d673
102,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001088_head.jpg,train2022_000000001088,head,0,False,box_center,2,0.796875,0.3588125,
103,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001286_head.jpg,train2022_000000001286,head,0,True,box_center,0,0.91015625,0.6572200906871294,511a74c5467c5bf4f47e5ba80f88cc4e97918eae0a1c89b73a9817e28bb7bd97
104,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001322_head.jpg,train2022_000000001322,head,0,True,box_center,0,0.95703125,0.6754707090861438,2154043f8cc459c50630a28400bd4805ae04d6665278ab4bcd22bf9225c1162f
105,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001509_head.jpg,train2022_000000001509,head,0,True,box_center,2,0.87109375,0.4419251092547246,bc4836000dc6002c2a48e715abb387e536ba9d565e7054e0bda6c4ec6b55e67b
106,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001512_head.jpg,train2022_000000001512,head,0,True,center,2,0.9296875,0.3640737511705254,5f8b8e3d3fcf395ed9824a09688f6b5e1f5892d23c2d78cd4aa309ff031f731a
107,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001555_head.jpg,train2022_000000001555,head,0,False,box_center,0,0.734375,0.5422660098522167,
108,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001804_head.jpg,train2022_000000001804,head,0,True,center,2,0.89453125,0.22048963043817246,59bcf4e4f5cf277c34fd4e6088e17d32ad1efe968500fd19ea2221a458dcc0e7
109,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000001967_head.jpg,train2022_000000001967,head,0,True,box_center,0,0.8515625,0.7166984195453946,90a28d50752d524b3faf380cb88844afb5a01174ea576623dfdf65d06a0da6a2
110,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000002167_head.jpg,train2022_000000002167,head,0,True,box_center,0,0.94921875,0.627286816664499,df79e6fab10efa1f9cf20e04ae2d3d1d7c6c3cf8c2daf4ed7d5c0b7c0416d0d7
111,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000002266_head.jpg,train2022_000000002266,head,0,True,box_center,2,0.93359375,0.5992125351129971,0cdeb888e08abf5a07084e5ce4ff8c5bd6899326cde2ddcd0329922b335a1a6d
112,hyena/cropped_images/head/10d0c599-86ff-4965-a23b-4cd1c951768c/train2022_000000002276_head.jpg,train2022_000000002276,head,0,True,box_center,0,0.94140625,0.75672143909695,26c27cc65b2edb3e0c793c67cd04e7294128900f9badc810e984e96e072b6274
